"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YAL001C",158.892361998315,0.895995536633668,0.186152257968103,4.81324022826087,1.48502597740864e-06,7.81932552837209e-06
"YAL002W",73.4301009273973,1.2426864575745,0.234997916921311,5.28807435340207,1.23610735071266e-07,7.71046229130401e-07
"YAL003W",327.85718839881,0.916520055469109,0.190716951484131,4.80565596469997,1.54244939923827e-06,8.08124104772414e-06
"YAL005C",3103.40574073847,-1.35392917175475,0.150103607432466,-9.01996424279078,1.88150704133792e-19,4.89438316386463e-18
"YAL007C",67.4093949250865,-0.925557194422576,0.270965131222661,-3.41577969920423,0.000635996769559127,0.00194688219746337
"YAL008W",60.3796772992389,0.605861087174663,0.25194632767202,2.40472283431479,0.0161847356327316,0.0343227020876406
"YAL009W",28.1708792371456,1.37441508985409,0.375154087778017,3.66360152969291,0.000248693572737252,0.000837460493383726
"YAL010C",20.1230298359024,0.557616718162958,0.441839253509775,1.2620352622215,0.206936098124676,0.293574264474564
"YAL011W",57.0997404370781,-1.23693781762939,0.468867981504499,-2.63813667476357,0.00833629761765527,0.0189901816093202
"YAL012W",92.7842655065105,-2.66519747493582,0.276594285148604,-9.63576479356362,5.64699087793205e-22,1.8792807072537e-20
"YAL013W",41.4408505005889,-0.708947181783328,0.343519147742083,-2.06377777321342,0.0390387914077677,0.0727847419887582
"YAL014C",22.8506231397618,0.121011143931454,0.420059921469225,0.288080670748589,0.773284988229136,0.828947035249408
"YAL015C",24.9451767775974,-0.4929304519783,0.411962890462107,-1.19654091033629,0.231485543762704,0.32128657942182
"YAL016W",279.161984255866,0.680899964087106,0.210080307033327,3.2411413221092,0.00119052147680391,0.00338678912957062
"YAL017W",391.459904610727,0.954785436920712,0.177588779262584,5.37638380580882,7.59967039570348e-08,4.95747501278807e-07
"YAL018C",1.85725845512146,-3.35214761808974,1.53584758669547,-2.18260434637412,0.0290649594381286,0.0567114193818971
"YAL019W",110.457601424012,0.686568942553473,0.232832236887504,2.94877097661179,0.0031904030866578,0.00815675158249808
"YAL020C",17.8829794133973,1.95898379876367,0.60320132639493,3.24764504493326,0.00116364337472947,0.00332742030724483
"YAL021C",87.4690177617197,1.85174424903205,0.367003507642432,5.04557643311732,4.52156091554017e-07,2.60744805168178e-06
"YAL022C",37.4391298197414,1.16680268659212,0.382392723230313,3.05132031994594,0.00227837368413226,0.00608622064411474
"YAL023C",171.330606746875,-0.284352973305672,0.223090557655664,-1.27460783770403,0.202448081952164,0.288374754708044
"YAL024C",45.5073719941967,0.455902065947747,0.328690729058663,1.38702441426749,0.165434318337835,0.245758661929797
"YAL025C",36.7276908825737,0.0387711219091546,0.401855022081274,0.0964803717229974,0.923139062290697,0.942358359990825
"YAL026C",93.7072977566978,1.32296479713809,0.278506206489999,4.75021657079516,2.03198911650274e-06,1.04080474350876e-05
"YAL027W",24.7517968034468,0.288450208812921,0.363113520470049,0.794380249018332,0.426974098866035,0.527475053285975
"YAL028W",20.6354171870688,-0.692432038512428,0.42640744526475,-1.62387417527972,0.104402665177706,0.167364552331431
"YAL029C",194.806970462304,0.852972788072089,0.20946762522347,4.07209843125923,4.65914811320941e-05,0.000185525035497249
"YAL030W",86.5743565689405,0.125084082003186,0.222821213711048,0.561365230535875,0.574548581616355,0.665225636674175
"YAL031C",88.0978600570687,1.35198210876068,0.25862888137725,5.22749857464143,1.71818722709931e-07,1.05626845323329e-06
"YAL032C",38.3191394742661,1.12647576459077,0.31750187387019,3.54793422432313,0.000388265169814726,0.00125112063667428
"YAL033W",17.9874179863306,0.699419254660531,0.445673255541466,1.56935433294237,0.116565398675403,0.184105781587587
"YAL034C",207.839920557578,-0.923890796516309,0.248891762257368,-3.71201838155235,0.000205613050863952,0.000706772616270378
"YAL034W-A",11.1249776578451,0.255827338426601,0.51120024619319,0.500444474218661,0.616762144314182,0.701185764400351
"YAL035W",396.105742260465,-0.847389167020572,0.291089887281359,-2.91109105484489,0.00360169039849545,0.00907967401770521
"YAL036C",34.091603058636,0.555339010702504,0.341885249794436,1.62434328780317,0.1043025634708,0.167304174128851
"YAL037C-A",0.696589725555346,1.06157986579767,2.03145155642717,0.52257208026399,0.601272073958557,0.688970856561753
"YAL037W",13.578827003092,2.43006946594102,0.598010073066996,4.06359286471213,4.83230840474925e-05,0.000191907074447275
"YAL038W",2226.08392485605,2.7326856895565,0.175033980539386,15.6123152837834,6.001881786875e-55,1.20805203107807e-52
"YAL039C",72.1756011017993,-0.0467699864573231,0.24130756601346,-0.193818980606329,0.846317624451718,0.88856856343826
"YAL040C",47.5474179174826,2.06455809139755,0.367792116741171,5.61338320595507,1.98408536889339e-08,1.43262988393914e-07
"YAL041W",57.2917204646422,1.35584388900909,0.292993654882412,4.62755375898238,3.70010204012309e-06,1.79637390815104e-05
"YAL042W",69.5803688660831,0.835020126450168,0.268521551922622,3.10969499644032,0.00187280621326169,0.00509420393260268
"YAL043C",30.4743407681952,0.594077404536583,0.411887511477217,1.44232924762868,0.149209513016961,0.225394424499654
"YAL044C",127.981575276257,-0.973812266588691,0.200593706625514,-4.8546501431707,1.20599467383119e-06,6.49557890778696e-06
"YAL044W-A",47.374593859,-0.199418459622017,0.323683860561428,-0.616090216163781,0.5378349790137,0.63155587817556
"YAL046C",27.302160751425,-0.382274169109752,0.410579910300412,-0.931059117895102,0.351822984531502,0.451585761442395
"YAL047C",21.03835756474,-0.0747595730043209,0.468985554288608,-0.159406984545018,0.873348236403432,0.907313471268791
"YAL048C",31.5161278014589,1.66085585021894,0.380890206137351,4.36045827237686,1.29790331996097e-05,5.71864650666235e-05
"YAL049C",240.793219216803,-0.0222449022690786,0.189467881471889,-0.117407246527845,0.906537341890798,0.93027440924091
"YAL051W",106.680464818228,0.7461445283679,0.215632756968932,3.46025594096264,0.000539662186725704,0.00167435814912761
"YAL053W",172.266775762478,1.1831577445079,0.264760324719656,4.46878793399539,7.86640707738481e-06,3.6225133236884e-05
"YAL054C",111.825958248334,-0.262872320640697,0.269576385194372,-0.975131113399115,0.329495226961605,0.427812351135632
"YAL055W",39.7304465562562,-0.98386123164211,0.461162823906082,-2.13343569915011,0.0328890011738112,0.0630778428822901
"YAL056W",219.946256226679,1.83729475923608,0.246672966356332,7.44830204288384,9.45491629834084e-14,1.3007606556401e-12
"YAL058W",21.2119412068763,1.49376978510273,0.531766949419963,2.80906849651355,0.0049685074262099,0.0120953815847701
"YAL059W",26.1679585856523,0.805083527082128,0.408826619786995,1.96925417308097,0.0489239107950419,0.088502804921368
"YAL060W",300.214250770858,0.404502455855266,0.245039861796412,1.65076185111197,0.0987872126862572,0.160391230845471
"YAL061W",164.09459884839,1.22048354552426,0.1985024299053,6.14845645016297,7.82406028113284e-10,6.79415846861637e-09
"YAL062W",69.7362622196485,-0.523576371093507,0.296874945915498,-1.76362599234809,0.0777949686133881,0.131505286047092
"YAL063C",34.8157183309651,0.122012243425378,0.309648086150904,0.394035193118929,0.69355505644763,0.766229130426286
"YAL063C-A",0,NA,NA,NA,NA,NA
"YAL064C-A",0,NA,NA,NA,NA,NA
"YAL064W",0,NA,NA,NA,NA,NA
"YAL064W-B",0,NA,NA,NA,NA,NA
"YAL065C",4.3772383107677,-1.64116007034565,0.900094588941097,-1.82331956053237,0.0682550054211573,0.117140612876357
"YAL067C",59.9808546636369,-0.39436214866081,0.285923422397888,-1.37925793330782,0.167815241628435,0.248584255178411
"YAL067W-A",0.187329442237166,1.31229671210099,4.04508125800532,0.324417886415488,0.745621679995533,0.806989162015514
"YAL068C",1.9571958030667,-0.70515019209865,1.32075148107676,-0.533900739239579,0.593410210596702,0.682026746001264
"YAR002C-A",108.627461546006,-0.178478147151734,0.24199610925313,-0.73752486229043,0.460803229553213,0.558722743425298
"YAR002W",54.5582668075768,0.720871209205877,0.295259035501381,2.44148738067156,0.0146268995262575,0.0314444029151626
"YAR003W",45.4815078269843,2.04762903630066,0.367626379389404,5.56986427280217,2.54937853329939e-08,1.80904386368176e-07
"YAR007C",93.9734316788261,0.198459138981239,0.268773345971002,0.73838846729486,0.460278420700031,0.558541159525379
"YAR008W",28.3705380405087,1.16600791698771,0.391239255859144,2.98029377043776,0.00287972068950982,0.00748124559416048
"YAR009C",0,NA,NA,NA,NA,NA
"YAR010C",0,NA,NA,NA,NA,NA
"YAR014C",68.1891102420811,1.80797811008089,0.281525396945449,6.42207818441056,1.34426343554608e-10,1.28329764191475e-09
"YAR015W",114.066059663486,0.915816962032798,0.237296822535039,3.85937305122393,0.000113678291656112,0.000413672317284948
"YAR018C",11.5918479686912,0.58137249167808,0.557776764872881,1.04230317268697,0.297271141883968,0.393084171410166
