"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0019637","organophosphate metabolic process",418,0.362702277013674,1.85649393756249,1e-10,6.02142857142857e-09,4.59774436090226e-09,1208,"tags=36%, list=20%, signal=31%","YJL052W/YCR012W/YHR174W/YKL060C/YAL038W/YNL141W/YHR183W/YKL152C/YJL116C/YOL086C/YGL253W/YGR254W/YML075C/YMR246W/YMR303C/YPL075W/YOL136C/YGR157W/YBR196C/YNR043W/YKR031C/YLR231C/YDR050C/YJR009C/YMR272C/YCR026C/YHR202W/YER043C/YNL130C/YNL129W/YLR446W/YDL021W/YPL110C/YNR012W/YCL052C/YKL181W/YOR344C/YCR068W/YPL206C/YKR070W/YMR207C/YCR017C/YLR153C/YNL087W/YJR105W/YOL055C/YGR240C/YNR016C/YJR019C/YMR271C/YDR123C/YBR029C/YMR315W/YKL212W/YOL061W/YGR256W/YHR046C/YML070W/YLR450W/YGR149W/YIL009W/YGL142C/YGL101W/YHR074W/YLR014C/YGR244C/YDR284C/YLR410W/YLR133W/YDL085W/YLR240W/YHR190W/YER005W/YNL169C/YOL056W/YDR399W/YJR078W/YPL031C/YBR242W/YMR208W/YJR051W/YGR192C/YOR347C/YNL264C/YHR123W/YER099C/YDR017C/YOR336W/YMR013C/YJL005W/YIL002C/YBR145W/YEL041W/YBR127C/YOR109W/YMR205C/YAR015W/YGR010W/YNL054W/YJL167W/YOL059W/YMR220W/YDR481C/YLR347C/YAL009W/YML126C/YCR044C/YLL031C/YHL020C/YEL029C/YPR021C/YMR120C/YOR175C/YDR315C/YDR072C/YHL011C/YGR046W/YLR386W/YJR133W/YBR221C/YDR434W/YIL039W/YDR400W/YLR459W/YFL053W/YLR305C/YFL025C/YCL047C/YBR042C/YPL103C/YOR393W/YLR088W/YDL185W/YLR359W/YEL058W/YDR147W/YMR083W/YLR354C/YDR520C/YJL153C/YOR311C/YNL009W/YFR047C/YPL175W/YKL151C/YOL065C/YNL032W/YMR008C/YOR149C/YGR007W"
"GO:0006793","phosphorus metabolic process",495,0.355187493677662,1.84220811499525,1e-10,6.02142857142857e-09,4.59774436090226e-09,1225,"tags=35%, list=21%, signal=30%","YJL052W/YCR012W/YHR174W/YKL060C/YAL038W/YNL141W/YHR183W/YKL152C/YJL116C/YOL086C/YGL253W/YDR089W/YGR254W/YML075C/YMR246W/YMR303C/YPL075W/YOL136C/YGR157W/YBR196C/YNR043W/YKR031C/YLR231C/YDR050C/YJR066W/YJR009C/YMR272C/YGR052W/YCR026C/YHR202W/YER043C/YNL130C/YNL129W/YML051W/YLR446W/YDL021W/YPL110C/YNR012W/YCL052C/YKL181W/YOR344C/YCR068W/YPL206C/YGR233C/YKR070W/YMR207C/YCR037C/YCR017C/YPL150W/YLR153C/YNL087W/YOR283W/YJR105W/YAL040C/YOL055C/YGR240C/YNR016C/YJR019C/YMR271C/YDR123C/YBR029C/YMR315W/YKL212W/YOL061W/YGR256W/YHR046C/YML070W/YLR450W/YGR149W/YIL009W/YGL142C/YGL101W/YHR074W/YLR014C/YGR244C/YDR284C/YLR410W/YLR133W/YDL085W/YLR240W/YHR190W/YER005W/YNL169C/YOL056W/YDR399W/YJR078W/YPL031C/YBR242W/YFL004W/YOR090C/YMR208W/YJR051W/YGR192C/YOR347C/YNL264C/YHR123W/YER099C/YOR371C/YDR017C/YOR336W/YMR013C/YJL005W/YIL002C/YBR145W/YEL041W/YJL012C/YBR127C/YOR109W/YMR205C/YAR015W/YGR010W/YPR073C/YNL054W/YDL073W/YJL167W/YBL056W/YOL059W/YMR220W/YDR481C/YLR347C/YAL009W/YML126C/YPL019C/YCR044C/YLL031C/YHL020C/YEL029C/YPR021C/YMR120C/YOR175C/YDR315C/YDR072C/YNR047W/YHL011C/YOR270C/YGR046W/YLR386W/YJR133W/YBR221C/YDR434W/YIL039W/YDR400W/YLR459W/YFL053W/YLR305C/YFL025C/YCL047C/YBR042C/YER125W/YPL103C/YOR393W/YLR088W/YDL185W/YLR359W/YEL058W/YGR123C/YDR147W/YMR083W/YLR354C/YDR520C/YJL153C/YOR311C/YDR109C/YNL009W/YFR047C/YPL175W/YKL151C/YOL065C/YNL032W/YMR008C/YOR149C/YGR007W/YCL004W/YDR103W"
"GO:0006796","phosphate-containing compound metabolic process",482,0.350813516087348,1.81763379394439,1e-10,6.02142857142857e-09,4.59774436090226e-09,1225,"tags=35%, list=21%, signal=30%","YJL052W/YCR012W/YHR174W/YKL060C/YAL038W/YNL141W/YHR183W/YKL152C/YJL116C/YOL086C/YGL253W/YGR254W/YML075C/YMR246W/YMR303C/YPL075W/YOL136C/YGR157W/YBR196C/YNR043W/YKR031C/YLR231C/YDR050C/YJR066W/YJR009C/YMR272C/YGR052W/YCR026C/YHR202W/YER043C/YNL130C/YNL129W/YML051W/YLR446W/YDL021W/YPL110C/YNR012W/YCL052C/YKL181W/YOR344C/YCR068W/YPL206C/YGR233C/YKR070W/YMR207C/YCR017C/YPL150W/YLR153C/YNL087W/YOR283W/YJR105W/YAL040C/YOL055C/YGR240C/YNR016C/YJR019C/YMR271C/YDR123C/YBR029C/YMR315W/YKL212W/YOL061W/YGR256W/YHR046C/YML070W/YLR450W/YGR149W/YIL009W/YGL142C/YGL101W/YHR074W/YLR014C/YGR244C/YDR284C/YLR410W/YLR133W/YDL085W/YLR240W/YHR190W/YER005W/YNL169C/YOL056W/YDR399W/YJR078W/YPL031C/YBR242W/YOR090C/YMR208W/YJR051W/YGR192C/YOR347C/YNL264C/YHR123W/YER099C/YOR371C/YDR017C/YOR336W/YMR013C/YJL005W/YIL002C/YBR145W/YEL041W/YBR127C/YOR109W/YMR205C/YAR015W/YGR010W/YPR073C/YNL054W/YDL073W/YJL167W/YBL056W/YOL059W/YMR220W/YDR481C/YLR347C/YAL009W/YML126C/YCR044C/YLL031C/YHL020C/YEL029C/YPR021C/YMR120C/YOR175C/YDR315C/YDR072C/YNR047W/YHL011C/YGR046W/YLR386W/YJR133W/YBR221C/YDR434W/YIL039W/YDR400W/YLR459W/YFL053W/YLR305C/YFL025C/YCL047C/YBR042C/YER125W/YPL103C/YOR393W/YLR088W/YDL185W/YLR359W/YEL058W/YGR123C/YDR147W/YMR083W/YLR354C/YDR520C/YJL153C/YOR311C/YDR109C/YNL009W/YFR047C/YPL175W/YKL151C/YOL065C/YNL032W/YMR008C/YOR149C/YGR007W/YCL004W/YDR103W"
"GO:0046031","ADP metabolic process",32,0.785785742875755,2.70818869226208,1.40235110709875e-10,8.15297919506376e-09,6.22531907071422e-09,614,"tags=62%, list=10%, signal=56%","YJL052W/YCR012W/YHR174W/YKL060C/YAL038W/YKL152C/YGL253W/YGR254W/YPL075W/YOL136C/YBR196C/YDR050C/YJR009C/YLR446W/YDL021W/YOR344C/YGR240C/YOL056W/YGR192C/YOR347C"
"GO:0002181","cytoplasmic translation",172,-0.510721252033321,-2.14794092430523,2.8280230179415e-10,1.58934893608312e-08,1.21356917576928e-08,1269,"tags=41%, list=21%, signal=33%","YNL096C/YDL061C/YAL035W/YOL120C/YIL137C/YPL079W/YOR293W/YKL006W/YNL175C/YLR075W/YFR031C-A/YGL049C/YOL039W/YBL092W/YGR027C/YDL191W/YDR471W/YER117W/YGL031C/YLR344W/YLR340W/YKR094C/YDL213C/YLR061W/YER056C-A/YNCL0014C/YDL136W/YGR085C/YNCL0018W/YHR141C/YDR382W/YJL189W/YPL009C/YER074W/YMR121C/YDL081C/YJL190C/YGR169C-A/YDR429C/YLR325C/YMR230W/YNL255C/YGL147C/YHR010W/YLR287C-A/YPL249C-A/YJR014W/YLR185W/YGL189C/YNL244C/YDL133C-A/YDL075W/YLR388W/YIL052C/YLR262C-A/YGR148C/YDR447C/YDL130W/YPL237W/YML091C/YLR192C/YER131W/YOR182C/YAL005C/YFR032C-A/YJR094W-A/YNCL0027W/YDL184C/YDR500C/YMR194W/YPR043W"
"GO:0006457","protein folding",136,-0.53981711639809,-2.20841188773067,9.63445602694742e-10,5.23990092304302e-08,4.00099820745559e-08,831,"tags=32%, list=14%, signal=28%","YDR493W/YDL100C/YML078W/YNR028W/YNL077W/YOR288C/YLL024C/YIL027C/YNL135C/YDR214W/YOR232W/YCL043C/YFL016C/YFR041C/YKL117W/YLR259C/YML130C/YBR269C/YDR155C/YML028W/YKL073W/YGR285C/YFL014W/YDR363W-A/YKL195W/YNL007C/YAL005C/YBR169C/YOR027W/YDR171W/YJR045C/YHR176W/YGR211W/YGR142W/YLR216C/YPL240C/YDR258C/YMR186W/YJL034W/YBR072W/YOR020C/YLL026W/YER103W/YPL106C"
"GO:1901136","carbohydrate derivative catabolic process",56,0.647464347008697,2.46547165821286,1.54715225879911e-09,8.15155846354781e-08,6.22423425168194e-08,614,"tags=39%, list=10%, signal=36%","YJL052W/YCR012W/YHR174W/YKL060C/YAL038W/YKL152C/YGL253W/YGR254W/YPL075W/YOL136C/YBR196C/YDR050C/YJR009C/YER043C/YLR446W/YDL021W/YOR344C/YGR240C/YER005W/YOL056W/YGR192C/YOR347C"
"GO:0042026","protein refolding",30,-0.778440841416233,-2.48825152213201,1.60865392568271e-09,8.21875914757891e-08,6.27554625553413e-08,727,"tags=53%, list=12%, signal=47%","YNL077W/YLL024C/YOR232W/YFL016C/YLR259C/YAL005C/YBR169C/YJR045C/YLR216C/YPL240C/YDR258C/YJL034W/YOR020C/YLL026W/YER103W/YPL106C"
"GO:0043436","oxoacid metabolic process",369,0.362358964183872,1.81860747796972,2.670475656226e-09,1.32424175188148e-07,1.01114294971034e-07,730,"tags=26%, list=12%, signal=25%","YJL052W/YGL055W/YGR087C/YCR012W/YPL095C/YHR174W/YKL060C/YAL038W/YOL126C/YLR142W/YKR034W/YPR035W/YOL002C/YHR183W/YKL152C/YGL253W/YDR089W/YCL018W/YCL064C/YGR254W/YMR246W/YIR031C/YLR134W/YMR170C/YPL075W/YJL196C/YOL136C/YBR196C/YKL182W/YLR231C/YDR050C/YFR055W/YJR009C/YCR005C/YEL071W/YMR272C/YML054C/YHR037W/YLR044C/YIR033W/YGL205W/YPL231W/YER043C/YOR391C/YLR446W/YHR067W/YKR009C/YDL021W/YHR205W/YNL239W/YOR344C/YMR207C/YPL280W/YCR037C/YGL196W/YEL020C/YGL009C/YOR363C/YLR153C/YGR240C/YIR023W/YNR016C/YJR019C/YDL015C/YER040W/YER010C/YGR256W/YOR100C/YML099C/YKL106W/YLR351C/YLL058W/YIL009W/YBR006W/YIL020C/YPR128C/YOL056W/YJR024C/YJR078W/YML076C/YER061C/YFL004W/YOR040W/YGR192C/YOR347C/YDL215C/YJR148W/YPL273W/YHR063C/YHR208W/YBR041W/YNL256W/YJL012C/YIL046W/YEL046C/YMR205C/YDR539W"
"GO:0072521","purine-containing compound metabolic process",186,0.443391644084899,2.05701060166863,2.84934315985279e-09,1.37256930500337e-07,1.04804411563909e-07,849,"tags=36%, list=14%, signal=32%","YJL052W/YCR012W/YHR174W/YKL060C/YAL038W/YNL141W/YHR183W/YKL152C/YJL116C/YOL086C/YGL253W/YGR254W/YML075C/YMR246W/YIR031C/YMR303C/YPL075W/YOL136C/YBR196C/YDL238C/YNR043W/YLR231C/YDR050C/YJR009C/YHR202W/YER043C/YNL129W/YLR446W/YDL021W/YKL181W/YOR344C/YIR027C/YMR207C/YIR028W/YLR153C/YJR105W/YGR240C/YNR016C/YJR019C/YMR315W/YOL061W/YGR256W/YLR450W/YIL009W/YHR074W/YGR244C/YDL085W/YOL056W/YDR399W/YJR078W/YMR208W/YGR192C/YOR347C/YER099C/YPL273W/YJL005W/YBR145W/YEL041W/YBR127C/YMR205C/YAR015W/YGR010W/YOL059W/YMR220W/YML126C/YPR021C/YMR120C"
"GO:0033108","mitochondrial respiratory chain complex assembly",60,-0.654197206560256,-2.3864266051257,3.58869392506928e-09,1.68070498824078e-07,1.28332534221045e-07,1315,"tags=60%, list=22%, signal=47%","YNL005C/YGR183C/YLR038C/YML030W/YDR381C-A/YJL180C/YMR244C-A/YNR018W/YPR140W/YDR493W/YER058W/YGL191W/YEL059C-A/YLR203C/YER154W/YIL098C/YBR120C/YKL053C-A/YJL062W-A/YKL137W/YLR295C/YBR024W/YIR024C/YBL059C-A/YML129C/YBR269C/YJR034W/YPL189C-A/YDR231C/YLR218C/YDR079W/YDR511W/YDR379C-A/YLL009C/YML081C-A/YDR529C"
"GO:0006082","organic acid metabolic process",371,0.36062947704566,1.81776547276528,7.16657057050418e-09,3.2656318869919e-07,2.49351801073303e-07,730,"tags=26%, list=12%, signal=24%","YJL052W/YGL055W/YGR087C/YCR012W/YPL095C/YHR174W/YKL060C/YAL038W/YOL126C/YLR142W/YKR034W/YPR035W/YOL002C/YHR183W/YKL152C/YGL253W/YDR089W/YCL018W/YCL064C/YGR254W/YMR246W/YIR031C/YLR134W/YMR170C/YPL075W/YJL196C/YOL136C/YBR196C/YKL182W/YLR231C/YDR050C/YFR055W/YJR009C/YCR005C/YEL071W/YMR272C/YML054C/YHR037W/YLR044C/YIR033W/YGL205W/YPL231W/YER043C/YOR391C/YLR446W/YHR067W/YKR009C/YDL021W/YHR205W/YNL239W/YOR344C/YMR207C/YPL280W/YCR037C/YGL196W/YEL020C/YGL009C/YOR363C/YLR153C/YGR240C/YIR023W/YNR016C/YJR019C/YDL015C/YER040W/YER010C/YGR256W/YOR100C/YML099C/YKL106W/YLR351C/YLL058W/YIL009W/YBR006W/YIL020C/YPR128C/YOL056W/YJR024C/YJR078W/YML076C/YER061C/YFL004W/YOR040W/YGR192C/YOR347C/YDL215C/YJR148W/YPL273W/YHR063C/YHR208W/YBR041W/YNL256W/YJL012C/YIL046W/YEL046C/YMR205C/YDR539W"
"GO:0055086","nucleobase-containing small molecule metabolic process",256,0.394172946158152,1.91253763657932,8.8105819234457e-09,3.90911608498143e-07,2.98485919456346e-07,808,"tags=30%, list=14%, signal=27%","YJL052W/YCR012W/YHR174W/YKL060C/YAL038W/YNL141W/YHR183W/YKL152C/YJL116C/YOR047C/YOL086C/YGL253W/YGR254W/YML075C/YMR246W/YIR031C/YMR303C/YPL075W/YOL136C/YBR196C/YDL238C/YNR043W/YLR231C/YDR050C/YJR009C/YCR026C/YHR202W/YER043C/YNL129W/YLR446W/YDL021W/YNR012W/YKL181W/YOR344C/YIR027C/YMR207C/YIR028W/YLR153C/YJR105W/YGR240C/YNR016C/YJR019C/YMR271C/YMR315W/YOL061W/YGR256W/YLR450W/YIL009W/YGL101W/YHR074W/YLR014C/YGR244C/YDL085W/YER005W/YOL056W/YDR399W/YJR078W/YBR242W/YMR208W/YJR051W/YGR192C/YOR347C/YER099C/YPL273W/YOR336W/YJL005W/YBR145W/YEL041W/YBR127C/YMR205C/YAR015W/YGR010W/YOL059W/YMR220W/YDR481C/YML126C"
"GO:0072526","pyridine-containing compound catabolic process",34,0.738125455398112,2.57616223039335,1.17312496462972e-08,5.07150946247619e-07,3.87242059849434e-07,614,"tags=62%, list=10%, signal=56%","YJL052W/YCR012W/YHR174W/YKL060C/YAL038W/YKL152C/YGL253W/YGR254W/YPL075W/YOL136C/YBR196C/YDR050C/YJR009C/YHR202W/YLR446W/YDL021W/YOR344C/YGR240C/YOL056W/YGR192C/YOR347C"
"GO:0019752","carboxylic acid metabolic process",352,0.355540709720693,1.77199081383921,1.38645262683689e-08,5.8438978221175e-07,4.46218832268821e-07,730,"tags=26%, list=12%, signal=24%","YJL052W/YGL055W/YGR087C/YCR012W/YPL095C/YHR174W/YKL060C/YAL038W/YOL126C/YLR142W/YPR035W/YOL002C/YHR183W/YKL152C/YGL253W/YCL018W/YCL064C/YGR254W/YMR246W/YIR031C/YLR134W/YMR170C/YPL075W/YJL196C/YOL136C/YBR196C/YKL182W/YLR231C/YDR050C/YFR055W/YJR009C/YCR005C/YEL071W/YMR272C/YML054C/YHR037W/YLR044C/YIR033W/YGL205W/YPL231W/YER043C/YOR391C/YLR446W/YHR067W/YKR009C/YDL021W/YHR205W/YNL239W/YOR344C/YMR207C/YPL280W/YGL196W/YEL020C/YGL009C/YOR363C/YLR153C/YGR240C/YIR023W/YNR016C/YJR019C/YDL015C/YER010C/YGR256W/YOR100C/YML099C/YKL106W/YLR351C/YLL058W/YIL009W/YBR006W/YIL020C/YPR128C/YOL056W/YJR024C/YJR078W/YML076C/YER061C/YOR040W/YGR192C/YOR347C/YDL215C/YJR148W/YPL273W/YHR063C/YHR208W/YBR041W/YNL256W/YIL046W/YEL046C/YMR205C/YDR539W"
"GO:0006090","pyruvate metabolic process",46,0.671954109853494,2.44256536205019,2.69220741173202e-08,1.10708821858053e-06,8.45332391411622e-07,336,"tags=46%, list=6%, signal=43%","YJL052W/YCR012W/YHR174W/YKL060C/YAL038W/YKL152C/YGL253W/YGR254W/YLR134W/YPL075W/YOL136C/YBR196C/YDR050C/YFR055W/YJR009C/YLR044C/YLR446W/YDL021W/YOR344C/YLR153C/YGR240C"
"GO:0015980","energy derivation by oxidation of organic compounds",159,-0.487599049204924,-2.03020992722523,2.83447070039414e-08,1.13783752401536e-06,8.68811445258656e-07,764,"tags=36%, list=13%, signal=32%","YML110C/YML120C/YGL191W/YFR017C/YHR001W-A/YIL057C/YDR487C/YDR031W/YBL058W/YGL226W/YMR311C/YKR058W/YLR174W/YPR184W/YDL067C/YMR256C/YOR355W/YFR033C/YDR148C/YJL137C/YFR003C/YMR081C/YJR048W/YOR136W/YNL117W/YBL045C/YFR049W/YNR074C/YJL045W/YLR154W-C/YER054C/YBR010W/YNR001C/YEL039C/YMR030W/YJR120W/YEL011W/YJL166W/YBL030C/YNL037C/YOR178C/YFL018C/YPL262W/YOR065W/YLR258W/YKL085W/YKL148C/YJR121W/YMR105C/YDR529C/YER065C/YPR191W/YPL271W/YMR002W/YER067W/YFR015C/YMR145C"
"GO:0008202","steroid metabolic process",56,0.610478154299769,2.32463238221202,5.78538658264971e-08,2.21196421574753e-06,1.68897561082552e-06,1171,"tags=55%, list=20%, signal=45%","YGR060W/YMR015C/YHR007C/YML075C/YLR056W/YGR175C/YNR043W/YGL001C/YHR072W/YNL111C/YPL028W/YLR100W/YHR001W/YMR202W/YLR450W/YGL012W/YLR189C/YHR190W/YMR208W/YNL264C/YNR019W/YJL167W/YMR220W/YML126C/YNL280C/YCR048W/YER125W/YLR228C/YLL012W/YML008C/YLR020C"
"GO:0046496","nicotinamide nucleotide metabolic process",85,0.531732588194578,2.19145057873372,5.81522873554898e-08,2.21196421574753e-06,1.68897561082552e-06,800,"tags=44%, list=13%, signal=38%","YJL052W/YCR012W/YHR174W/YKL060C/YAL038W/YHR183W/YKL152C/YOL086C/YGL253W/YGR254W/YMR303C/YPL075W/YOL136C/YBR196C/YLR231C/YDR050C/YJR009C/YHR202W/YNL129W/YLR446W/YDL021W/YOR344C/YGR240C/YMR315W/YGR256W/YHR074W/YDL085W/YOL056W/YJR078W/YGR192C/YOR347C/YBR145W/YEL041W/YMR205C/YGR010W/YOL059W/YDR481C"
"GO:0055085","transmembrane transport",464,0.325661866716878,1.68053135720012,5.90381908117668e-08,2.21196421574753e-06,1.68897561082552e-06,919,"tags=28%, list=15%, signal=26%","YHR094C/YJR152W/YOR273C/YGR125W/YJL212C/YOL126C/YKR039W/YDR345C/YDL210W/YMR319C/YMR088C/YOR348C/YNL142W/YGL253W/YNL101W/YLR152C/YHL016C/YLR004C/YKR093W/YHL028W/YLR447C/YPR115W/YEL063C/YPR194C/YER056C/YCR011C/YPL274W/YGL008C/YGR138C/YOR306C/YGR260W/YJL193W/YMR155W/YOR390W/YOR161C/YFL050C/YMR221C/YDR406W/YNL065W/YBR235W/YPL265W/YDR119W/YLR237W/YEL065W/YGR257C/YHR092C/YIL166C/YOL130W/YKL197C/YCR098C/YGL077C/YPR124W/YGL139W/YGR191W/YPL026C/YIL088C/YCL038C/YLR411W/YIR028W/YCR037C/YDR270W/YNR055C/YOL137W/YBR295W/YDR338C/YER060W/YOR011W/YCR023C/YPR156C/YOL075C/YDL206W/YCR028C/YGR217W/YBR043C/YOR092W/YFL054C/YEL027W/YDL138W/YEL064C/YDR352W/YOR100C/YML116W/YKL120W/YNL329C/YGR281W/YEL006W/YER039C/YJR106W/YJL129C/YPR128C/YMR279C/YOL044W/YAL053W/YGL254W/YHR096C/YFL055W/YBR021W/YOR328W/YLL015W/YHR175W/YBR132C/YIL090W/YKR103W/YLR220W/YIL121W/YPR024W/YKL175W/YBR127C/YOR137C/YMR058W/YHR002W/YLR188W/YBL042C/YHL040C/YOR307C/YPR058W/YBR220C/YDL183C/YPL221W/YDR277C/YPR021C/YIL120W/YGR121C/YLR241W/YMR026C/YKL174C/YOL092W/YOR270C/YJL108C/YKR104W/YNL291C"
"GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",119,-0.525818223401398,-2.11701375324349,6.60962672862333e-08,2.42257188357803e-06,1.84978798377719e-06,1007,"tags=44%, list=17%, signal=37%","YFR036W/YDL132W/YOR362C/YPR108W/YJL001W/YBR105C/YEL037C/YER094C/YGL116W/YMR314W/YEL012W/YBR172C/YER012W/YDR255C/YBR082C/YML092C/YPL009C/YOR259C/YDR219C/YDL126C/YFR050C/YLL024C/YBL058W/YDR054C/YGR135W/YOR257W/YOR157C/YGR048W/YBR158W/YOL038W/YJL144W/YHR200W/YDR394W/YOR261C/YGR253C/YGL048C/YNL155W/YFR052W/YFR010W/YGL011C/YBR101C/YDR363W-A/YNL007C/YBL041W/YIL075C/YAL005C/YFR004W/YBR169C/YDL007W/YHR027C/YPR103W/YPL106C"
"GO:0046165","alcohol biosynthetic process",86,0.536763239990756,2.21823128317993,7.45163758285239e-08,2.67307680099769e-06,2.04106444878577e-06,905,"tags=43%, list=15%, signal=37%","YGR087C/YGR060W/YMR015C/YOL086C/YHR007C/YML075C/YLR056W/YLR134W/YIL053W/YMR303C/YGR175C/YNR043W/YGL001C/YHR072W/YLR044C/YGR144W/YPL028W/YLR100W/YAL061W/YOL055C/YMR202W/YHR046C/YLR450W/YGL012W/YOR171C/YLR410W/YHR190W/YPR121W/YMR208W/YDR017C/YBR145W/YJL167W/YMR220W/YML126C/YNL280C/YDR315C/YDL080C"
"GO:0006865","amino acid transport",59,0.603097405095541,2.31434610655156,1.0013689012051e-07,3.5173082654829e-06,2.68568896090753e-06,896,"tags=46%, list=15%, signal=39%","YGR125W/YKR039W/YDL210W/YMR088C/YOR348C/YNL101W/YEL063C/YPL274W/YNL065W/YEL062W/YPL265W/YDR119W/YGL077C/YGR191W/YIL088C/YCL038C/YKL176C/YBR043C/YEL064C/YDR352W/YFL055W/YBR132C/YIL121W/YPR058W/YPR021C/YKL174C/YOL092W"
"GO:0003333","amino acid transmembrane transport",49,0.620470295602428,2.28006751991451,1.21196101397057e-07,4.17013524398855e-06,3.18416395292377e-06,896,"tags=45%, list=15%, signal=38%","YGR125W/YKR039W/YMR088C/YOR348C/YNL101W/YEL063C/YPL274W/YNL065W/YPL265W/YDR119W/YGR191W/YIL088C/YCL038C/YBR043C/YEL064C/YDR352W/YFL055W/YBR132C/YIL121W/YPR058W/YPR021C/YOL092W"
"GO:0006458","'de novo' protein folding",33,-0.720679126917154,-2.35100591836787,1.25009450052578e-07,4.21531865577294e-06,3.21866436661691e-06,584,"tags=39%, list=10%, signal=36%","YLL024C/YFL016C/YLR259C/YGR285C/YNL007C/YAL005C/YJR045C/YGR211W/YPL240C/YJL034W/YOR020C/YLL026W/YER103W"
"GO:0045333","cellular respiration",101,-0.528959673390128,-2.07124622461956,1.31006770688196e-07,4.33092971333919e-06,3.30694077506014e-06,764,"tags=41%, list=13%, signal=36%","YML110C/YML120C/YGL191W/YHR001W-A/YDR487C/YDR031W/YGL226W/YLR174W/YDL067C/YMR256C/YOR355W/YFR033C/YDR148C/YMR081C/YJR048W/YOR136W/YNL117W/YBL045C/YFR049W/YNR074C/YJL045W/YLR154W-C/YBR010W/YNR001C/YEL039C/YMR030W/YJR120W/YJL166W/YBL030C/YNL037C/YFL018C/YPL262W/YOR065W/YKL085W/YKL148C/YJR121W/YDR529C/YER065C/YPR191W/YPL271W/YMR002W"
"GO:0072524","pyridine-containing compound metabolic process",100,0.494539109650953,2.06275721244639,1.42247274984778e-07,4.61209433892953e-06,3.52162788069602e-06,845,"tags=40%, list=14%, signal=35%","YJL052W/YCR012W/YHR174W/YKL060C/YAL038W/YHR183W/YKL152C/YOR047C/YOL086C/YGL253W/YGR254W/YMR303C/YPL075W/YOL136C/YBR196C/YLR231C/YDR050C/YJR009C/YHR202W/YNL129W/YLR446W/YDL021W/YOR344C/YGR240C/YMR315W/YGR256W/YHR074W/YDL085W/YOL056W/YJR078W/YGR192C/YOR347C/YBR145W/YEL041W/YMR205C/YGR010W/YOL059W/YDR481C/YEL029C/YPR021C"
"GO:0007006","mitochondrial membrane organization",56,-0.632800243767937,-2.29263758813325,1.75828145948945e-07,5.59332554848908e-06,4.27086042692273e-06,1224,"tags=54%, list=21%, signal=43%","YBR185C/YOL026C/YPL098C/YDR393W/YOR211C/YPR140W/YLR168C/YGR235C/YJR080C/YGR181W/YEL012W/YBR091C/YPR020W/YER154W/YPR133W-A/YLR099W-A/YPL063W/YLR295C/YKR016W/YFR011C/YBR262C/YNL121C/YJR135W-A/YOL027C/YEL020W-A/YNL070W/YCL057C-A/YHR005C-A/YDR322C-A/YOR045W"
"GO:0070585","protein localization to mitochondrion",74,-0.584236091128723,-2.2015848630049,1.977960811669e-07,6.0633489608617e-06,4.62975324913146e-06,1230,"tags=43%, list=21%, signal=35%","YLR008C/YBR185C/YKR065C/YOL026C/YPL098C/YJL104W/YGR181W/YER017C/YBR091C/YER154W/YPR133W-A/YNR017W/YLR099W-A/YPL063W/YOR232W/YKR016W/YBR230C/YLR259C/YNL121C/YBL045C/YJR135W-A/YOL027C/YEL020W-A/YNL070W/YKL195W/YAL005C/YOR027W/YJR045C/YHR005C-A/YOR045W/YPL240C/YOR020C"
"GO:0072655","establishment of protein localization to mitochondrion",74,-0.584236091128723,-2.2015848630049,1.977960811669e-07,6.0633489608617e-06,4.62975324913146e-06,1230,"tags=43%, list=21%, signal=35%","YLR008C/YBR185C/YKR065C/YOL026C/YPL098C/YJL104W/YGR181W/YER017C/YBR091C/YER154W/YPR133W-A/YNR017W/YLR099W-A/YPL063W/YOR232W/YKR016W/YBR230C/YLR259C/YNL121C/YBL045C/YJR135W-A/YOL027C/YEL020W-A/YNL070W/YKL195W/YAL005C/YOR027W/YJR045C/YHR005C-A/YOR045W/YPL240C/YOR020C"
"GO:0016125","sterol metabolic process",54,0.615010523547171,2.30865682395293,2.08581406338774e-07,6.27979019798522e-06,4.79501992391579e-06,1171,"tags=57%, list=20%, signal=47%","YGR060W/YMR015C/YHR007C/YML075C/YLR056W/YGR175C/YNR043W/YGL001C/YHR072W/YNL111C/YPL028W/YLR100W/YHR001W/YMR202W/YLR450W/YGL012W/YLR189C/YHR190W/YMR208W/YNL264C/YNR019W/YJL167W/YMR220W/YML126C/YNL280C/YCR048W/YER125W/YLR228C/YLL012W/YML008C/YLR020C"
